DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20241231,829,182,1678,7,867,20.23745679694657,101.36862730365326,745.3939158994002
20241231,781,182,6271,2,676,39.094488348047676,46.80494214499453,590.1005695069578
20241231,540,182,2060,3,734,105.40810634184126,45.739447398230034,582.8524462599287
20241231,47,182,2094,14,329,11.813193563384951,45.43441587224634,271.75239056436874
20241231,629,182,3289,14,104,5.141405993829875,13.527701458983206,85.33089254718692
20241231,892,182,1891,10,862,50.21751961545291,110.65328662085054,701.1291937636965
20241231,851,182,3301,17,141,6.243030017746636,20.270660645922504,114.48630933633086
20241231,395,182,7930,9,312,45.20817834725111,18.247697069665392,248.5441245830835
20241231,160,182,573,10,261,30.978889930159262,21.119876462847408,208.90123360699334
20241231,374,182,2581,12,832,69.35012709821451,58.03918109898017,704.6106918028054
20241231,509,182,2104,1,405,51.99556394648977,37.61375631020536,315.3906797433049
20241231,898,182,616,4,182,22.77668104117635,21.97253146439676,137.2507874944269
20241231,608,182,8895,15,359,51.50876562135183,21.174368755695596,286.3168656229526
20241231,201,182,7723,6,206,22.44804569283174,12.266991009349134,171.28496329781913
20241231,184,182,590,13,239,11.67156507048332,31.896859732937838,195.43157519657885
20241231,512,182,7148,5,607,82.27446838098207,65.86824024659127,458.85729137242663
20241231,792,182,351,19,876,39.07062445553352,69.85810630477577,767.0712692396908
20241231,466,182,5739,1,742,15.819880206678059,37.291949523364636,688.8881702699573
20241231,467,182,2930,13,406,40.71962829651625,51.22529965848312,314.05507204500066
20241231,388,182,553,5,383,57.19664170660193,45.210454502827396,280.5929037905707
20241231,459,182,7194,1,951,21.84812258789592,53.25744242096462,875.8944349911394
20241231,260,182,4311,14,645,72.42104495306234,47.04040097020891,525.5385540767288
20241231,684,182,2412,19,665,53.49269673179587,86.1694708054931,525.337832462711
20241231,200,182,2220,12,104,14.154386765332607,8.211276041815662,81.63433719285173
20241231,499,182,5462,14,403,34.70889672070796,58.91968330318762,309.37141997610445
20241231,66,182,7555,12,245,29.216410187961266,34.18575618185447,181.59783363018425
20241231,513,182,6427,10,832,95.9776444457003,47.599630058892735,688.4227254954069
20241231,206,182,2907,19,425,19.20881793762356,46.758628541774144,359.0325535206023
20241231,548,182,1439,13,171,12.580876699339967,20.650885992032343,137.7682373086277
20241231,884,182,7945,10,414,54.96092091845993,32.61533341450616,326.4237456670339
20241231,447,182,4768,20,395,48.60855899248984,57.24849172982228,289.1429492776879
20241231,769,182,5584,18,848,121.84893387202052,92.46077731693038,633.6902888110491
20241231,778,182,385,4,530,72.68904855113448,49.13084125545528,408.18011019341026
20241231,651,182,5321,13,810,34.97270052682647,87.27533497331012,687.7519644998634
20241231,928,182,5722,3,226,22.25458722115547,15.467175907994845,188.2782368708497
20241231,882,182,5292,20,588,83.1867897234842,36.320768063120134,468.49244221339563
20241231,215,182,4456,14,602,79.48426031115572,80.86007139075646,441.6556682980878
20241231,185,182,9126,8,948,56.50443645770112,66.10421257322571,825.3913509690732
20241231,926,182,7418,9,260,7.41501363296451,13.625331763614078,238.95965460342143
20241231,619,182,1107,2,314,44.2769202553845,16.777247903599477,252.945831841016
20241231,801,182,3628,7,682,20.023956783246618,83.06943933094898,578.9066038858044
20241231,90,182,5857,2,807,22.615914426444213,65.90968837602266,718.4743971975331
20241231,584,182,9866,13,589,58.90001778194184,62.13431574984987,467.96566646820827
20241231,772,182,1618,8,482,18.24862057247433,34.369683272568736,429.38169615495696
20241231,334,182,3785,6,375,37.29760918477671,52.460389695025846,285.2420011201974
20241231,39,182,2540,17,739,81.03926837110902,94.56483635647417,563.3958952724167
20241231,233,182,3974,5,443,33.78924193244533,33.47294546021294,375.73781260734177
20241231,215,182,9390,16,310,24.631833516227086,37.46998849247328,247.89817799129963
20241231,44,182,5586,16,992,88.89930434938336,53.90768395574597,849.1930116948706
20241231,908,182,4180,19,928,82.75097796734806,133.5315853065866,711.7174367260653
20241231,267,182,8109,20,460,59.59070274528754,41.20658984412516,359.2027074105873
20241231,571,182,3705,11,963,78.16928948157701,116.98244177601805,767.8482687424049
20241231,129,182,957,4,761,56.44377954977691,100.28457321965078,604.2716472305723
20241231,850,182,2,12,507,74.17350301169137,32.075101779997254,400.75139520831135
20241231,875,182,4786,13,218,24.93425707974744,17.05472211987647,176.0110208003761
20241231,782,182,1007,15,112,4.644775462145224,15.99072462759445,91.36449991026032
20241231,389,182,3357,3,123,17.396005151878228,7.514539988479429,98.08945485964234
20241231,353,182,1121,8,798,78.44043493258631,48.00800663066984,671.5515584367438
20241231,313,182,2286,12,600,34.50638671906257,30.153836161205493,535.3397771197319
20241231,913,182,876,5,607,61.72390350530781,45.96781865494471,499.30827783974746
20241231,6,182,1473,11,321,25.85222650384713,41.3790397964132,253.76873369973967
20241231,118,182,8166,18,857,94.19826878179725,106.34724114148453,656.4544900767182
20241231,822,182,5588,1,620,31.865309754678044,56.612223153124184,531.5224670921978
20241231,321,182,4142,4,881,19.841737782308638,51.90256562636804,809.2556965913234
20241231,664,182,7436,1,298,17.59607536454486,34.47604041974301,245.92788421571214
20241231,314,182,4922,11,588,85.65154594268725,50.07498586597375,452.273468191339
20241231,465,182,1498,5,579,48.055911606329424,82.62586464979044,448.31822374388014
20241231,16,182,9366,19,842,91.09661407823702,66.14792653090441,684.7554593908585
20241231,698,182,2011,11,496,22.221124217438856,33.206914331545896,440.5719614510152
20241231,962,182,889,20,328,46.29625801957543,45.16880468648454,236.53493729394003
20241231,195,182,1513,20,659,36.304776633782915,97.42319302381343,525.2720303424037
20241231,950,182,7197,19,643,94.12977074007317,79.20116562614334,469.6690636337835
20241231,87,182,3317,17,134,9.492050809062965,14.885089076602766,109.62286011433427
20241231,859,182,884,11,293,19.532219972805343,18.02893202902918,255.43884799816547
20241231,238,182,9595,10,136,8.87369498968689,12.669911114004659,114.45639389630846
20241231,315,182,3455,18,286,36.395524379121234,39.746567617266436,209.85790800361232
20241231,923,182,4216,16,274,37.43202472301188,18.679407333073648,217.88856794391447
20241231,245,182,9078,10,223,29.046788712973363,18.990699385109675,174.96251190191697
20241231,930,182,8,10,947,134.4252360413275,78.53903288771895,734.0357310709535
20241231,5,182,2121,11,310,10.241084080263098,42.12864811506927,257.63026780466765
20241231,522,182,685,17,790,97.45447756880542,61.959078177579784,630.5864442536148
20241231,151,182,8497,4,452,54.25542540148993,23.551957327412747,374.19261727109733
20241231,193,182,4909,13,353,49.15460275592181,41.136757895089765,262.7086393489884
20241231,978,182,6193,16,264,13.492980534494825,27.761852914255808,222.74516655124938
20241231,799,182,5331,10,492,73.00391021622076,54.59392148542622,364.402168298353
20241231,759,182,6863,4,628,71.36775474895008,68.66582374234872,487.9664215087012
20241231,495,182,9682,7,629,56.59980880785281,88.62831743798657,483.77187375416065
20241231,375,182,8940,14,684,41.524135954866466,60.77834498034407,581.6975190647895
20241231,402,182,3116,14,437,40.95876904468031,38.22170571459168,357.819525240728
20241231,149,182,7935,19,183,18.89767034717962,11.200141693524303,152.90218795929607
20241231,262,182,1017,14,494,25.94393564633136,50.54611088015478,417.50995347351386
20241231,978,182,6803,7,962,89.60321646846202,91.50517422900451,780.8916093025334
20241231,559,182,4142,14,148,13.181259271181991,19.003401398528876,115.81533933028913
20241231,145,182,451,17,163,11.570410974905036,23.522226004140183,127.90736302095479
20241231,487,182,205,4,685,35.790138027648034,100.61174222273867,548.5981197496133
20241231,790,182,275,4,173,9.256598596832019,23.340991736680508,140.40240966648747
20241231,184,182,1951,11,570,66.22120311848704,84.96431436193139,418.8144825195816
20241231,43,182,2086,19,941,114.53382311980438,71.87608072418848,754.5900961560071
20241231,632,182,8542,6,553,39.73197468210994,55.90578250978677,457.3622428081033
20241231,688,182,6087,4,566,42.06245732448508,75.54258154474071,448.3949611307742
20241231,29,182,191,11,464,30.097622450555484,59.61581989545887,374.28655765398565
20241231,565,182,465,17,718,107.31707323990534,42.347380088899804,568.3355466711948
20241231,473,182,1651,9,982,120.01214731131618,81.69480834380283,780.293044344881
20241231,299,182,3741,10,455,43.49534173052016,40.529699985839514,370.9749582836403
20241231,887,182,4043,3,371,14.984210779814719,36.72916942334856,319.2866197968367
20241231,75,182,9489,16,526,19.631547029156746,64.69612688857124,441.672326082272
20241231,296,182,6598,13,243,7.010341885851428,21.491376477685304,214.49828163646328
20241231,930,182,3479,7,587,38.316168248625814,71.39506585591995,477.2887658954542
20241231,187,182,556,2,431,54.21070299662355,22.436786277235505,354.35251072614096
20241231,272,182,9599,2,182,19.181070260429674,22.472050737748248,140.34687900182206
20241231,14,182,6028,2,977,129.7186651510211,114.86930320216653,732.4120316468124
20241231,708,182,2950,19,258,13.854879159431912,23.37790490649253,220.76721593407555
20241231,516,182,575,4,716,102.86043408744465,97.2739401404924,515.8656257720629
20241231,948,182,3722,16,714,105.12445476327287,68.3707226849764,540.5048225517507
20241231,774,182,872,1,246,5.158449718083754,24.53820250376551,216.30334777815074
20241231,579,182,2325,20,369,42.063581660292,43.758812991283364,283.17760534842466
20241231,7,182,4259,13,278,10.439643316104897,26.39491147581582,241.1654452080793
20241231,638,182,162,5,667,52.04327949184552,98.79604135392242,516.1606791542321
20241231,72,182,8501,20,182,14.003539534491038,24.038082028016245,143.9583784374927
20241231,45,182,4950,20,645,79.88888986500893,63.06108396690953,502.05002616808156
20241231,224,182,8240,4,250,23.19111820761908,13.74183624199469,213.06704555038624
20241231,461,182,3795,10,711,34.937351012107726,81.94777126132685,594.1148777265654
20241231,632,182,4976,1,471,27.36058076822392,30.530637211270935,413.10878202050515
20241231,283,182,807,17,418,57.58406275904428,40.078877381102615,320.33705985985307
20241231,322,182,7444,2,419,56.88918761333179,58.541399056697166,303.56941332997104
20241231,805,182,340,13,393,53.08310548261015,47.33707855767896,292.5798159597109
20241231,416,182,9320,18,799,87.92317574323589,45.043089594798204,666.0337346619659
20241231,390,182,3169,2,844,34.568567008969815,63.96622354835577,745.4652094426744
20241231,739,182,3306,4,917,38.50979590984516,107.49841304098237,770.9917910491724
20241231,880,182,6910,6,587,37.45850397060327,39.94491178609366,509.5965842433031
20241231,606,182,9701,1,355,39.85844734761749,25.104103208609516,290.03744944377297
20241231,336,182,2671,1,551,75.53881351337684,32.35829590236489,443.10289058425826
20241231,941,182,4235,8,295,6.592130706256891,22.738206299563295,265.6696629941798
20241231,974,182,314,16,505,52.736953165965616,67.15239402201426,385.11065281202013
20241231,168,182,1109,17,284,18.90654862762127,28.46661858309255,236.6268327892862
20241231,41,182,8252,12,848,77.55912047164455,111.21778989305729,659.2230896352982
20241231,924,182,2976,1,869,30.204480345685067,115.37832201230451,723.4171976420105
20241231,833,182,8817,15,218,30.340054534186116,27.44447327808511,160.21547218772878
20241231,657,182,4784,13,816,22.72064430395223,79.21868574573013,714.0606699503177
20241231,991,182,8265,19,858,31.29164853125711,126.25851232908215,700.4498391396608
20241231,644,182,9326,14,209,7.054539095275377,21.958881934893167,179.98657896983144
20241231,931,182,2399,3,867,125.24971503448009,119.27423847868378,622.4760464868361
20241231,998,182,6997,6,254,9.699213303308078,16.64186805696604,227.65891863972587
20241231,519,182,4008,5,657,18.051509643564945,89.31891845835631,549.6295718980788
20241231,981,182,3073,5,875,114.205824204032,94.4743440276425,666.3198317683255
20241231,873,182,7470,15,192,15.859361092023033,27.924379401950336,148.21625950602663
20241231,716,182,5532,11,319,15.053449758352588,35.5830434666082,268.36350677503924
20241231,772,182,5363,8,766,70.84262874441505,83.23391821783596,611.9234530377489
20241231,299,182,8072,5,782,55.833308366673215,111.23604164339721,614.9306499899296
20241231,500,182,1640,17,846,62.78902503358513,65.71987094774518,717.4911040186697
20241231,125,182,8845,19,445,61.75374941701026,35.12312925103719,348.1231213319526
20241231,734,182,3773,12,595,31.676640062243436,77.4178211419433,485.90553879581324
20241231,715,182,6909,8,420,57.48547314212734,24.085252128121137,338.4292747297515
20241231,257,182,9861,19,810,99.88338503111041,42.367270433579165,667.7493445353105
20241231,98,182,6031,4,133,8.540268541116713,18.955217363302296,105.50451409558099
20241231,867,182,3914,9,806,23.090153079097565,66.62879535889553,716.281051562007
20241231,475,182,6093,4,561,62.21297653452702,70.00712814804236,428.7798953174306
20241231,480,182,8777,6,880,73.5117778400442,44.27238504126043,762.2158371186954
20241231,809,182,481,1,360,8.667581449021483,46.03583004974359,305.2965885012349
20241231,625,182,8411,7,205,12.121564545190848,23.56559346868189,169.31284198612727
20241231,302,182,7650,9,149,18.58086825865486,9.568040362080984,120.85109137926415
20241231,81,182,3839,14,853,93.77250786614471,73.46342462489689,685.7640675089584
20241231,374,182,7726,16,582,38.584791327006386,45.8771903041433,497.5380183688503
20241231,174,182,3911,12,456,16.093798628071113,54.74541251356554,385.16078885836333
20241231,83,182,6676,16,534,77.68024999842535,31.59992780832023,424.7198221932544
20241231,429,182,4301,7,594,26.74696961984205,81.52972367218085,485.7233067079771
20241231,65,182,8874,10,857,87.46160774663393,111.06046523640772,658.4779270169583
20241231,858,182,1038,14,899,36.72858427306996,65.24480468414112,797.0266110427889
20241231,843,182,9818,15,348,39.683016448315016,42.29810898968424,266.01887456200075
20241231,185,182,8611,9,670,13.648932427524784,54.957049310708484,601.3940182617667
20241231,619,182,6430,19,164,16.65051853725343,19.568234349474753,127.78124711327182
20241231,360,182,5989,7,683,26.0097381325587,71.66588530656787,585.3243765608735
20241231,602,182,5600,15,901,45.39611313958446,88.67308056741635,766.9308062929993
20241231,802,182,2601,14,366,42.24120587326234,54.348114074066444,269.4106800526712
20241231,333,182,2322,14,117,10.860345452813176,12.01136974691119,94.12828480027564
20241231,787,182,6276,19,772,76.44498484758171,104.71026114240189,590.8447540100165
20241231,308,182,4120,15,982,20.62069202133498,135.75270249649395,825.626605482171
20241231,664,182,9483,5,650,73.74438346933546,83.79324603320558,492.46237049745895
20241231,705,182,1995,4,420,62.66510402336059,60.58593472774066,296.74896124889875
20241231,546,182,416,16,391,17.033958982405945,49.03199923624436,324.9340417813497
20241231,850,182,9406,4,867,45.15596239024173,70.73043832828353,751.1135992814748
20241231,827,182,433,11,337,33.07242395631377,40.98655658198987,262.9410194616963
20241231,804,182,5465,12,666,42.26166374386901,45.81377735110395,577.9245589050271
20241231,705,182,2517,9,903,34.09966504902587,124.29544685560973,744.6048880953645
20241231,154,182,892,9,371,27.341808342776144,28.784539779760426,314.87365187746343
20241231,47,182,1686,16,196,8.12284499400049,24.99451946212931,162.8826355438702
20241231,787,182,7060,20,715,42.865342205261285,75.87828110329151,596.2563766914473
20241231,731,182,429,6,787,39.37399083137211,64.46689037775157,683.1591187908763
20241231,842,182,2775,20,827,52.10739763109833,70.35837495312755,704.5342274157741
20241231,48,182,1452,8,676,18.815258637252978,87.4994350140014,569.6853063487456
20241231,578,182,8325,18,182,16.744279618534655,24.42217700381291,140.83354337765243
20241231,658,182,8289,17,995,28.85322010220686,106.02863652929179,860.1181433685014
20241231,905,182,2681,17,696,72.05408399818214,70.07129118600601,553.8746248158118
20241231,489,182,8323,7,760,16.99197561349529,65.76046137792223,677.2475630085825
20241231,682,182,1257,16,814,94.7345814271472,54.17337704939038,665.0920415234624
20241231,466,182,4202,19,340,11.083713315796013,45.68051495585568,283.2357717283483
20241231,602,182,6152,2,875,109.80623103501328,103.24345857486168,661.950310390125
20241231,324,182,9865,1,187,5.527154703595663,14.987235315054045,166.4856099813503
20241231,108,182,3374,17,697,81.72384663195015,63.202587874089666,552.0735654939601
20241231,342,182,6980,6,695,35.57003587098622,84.93546157643547,574.4945025525783
20241231,854,182,8639,7,355,8.43041665784195,41.73002769022632,304.83955565193173
20241231,637,182,3374,14,672,91.00956324284809,99.92278057043445,481.06765618671744
20241231,942,182,7185,4,614,80.39149083109348,82.5313724463779,451.0771367225286
20241231,451,182,1005,13,113,12.436195803360825,13.377945372629203,87.18585882400997
20241231,876,182,2615,13,566,83.55198087306246,71.3218971267855,411.126122000152
20241231,144,182,5220,20,805,87.42600626832287,113.15906624830438,604.4149274833728
20241231,947,182,2765,9,458,13.006125918603006,44.478031745634965,400.51584233576204
20241231,912,182,2355,7,211,12.389028454882352,18.744356416075718,179.86661512904192
20241231,44,182,5186,19,207,26.614872832628027,14.033213573054246,166.35191359431772
20241231,83,182,5898,9,396,53.39497300517504,21.244292276834422,321.36073471799057
